key_film;TITRE;AUTEUR;nbEmprunt;annee_tournage;type_tournage;imdbid;year;rating
16885;american pie presents: beta house;;;;;0974959;2007;2
16886;avenue montaigne;;;;;0444112;2006;3
16887;whiplash;chazelle, damien;684;;;;;
8821;l'embarras du choix;eric delavaine;;2016;long metrage;;;
16888;strike!;;;;;0120692;1998;3
16889;blue is the warmest color;;;;;2278871;2013;3
16890;fisher king, the;;;;;0101889;1991;3
16891;toy story 2;;;;;0120363;1999;1
16892;pretty woman;;;;;0100405;1990;3
16893;first man : le premier homme sur la lune;chazelle, damien;289;;;;;
16894;die blechtrommel;;;;;0078875;1979;3
16895;a room with a view;;;;;0091867;1985;3
16896;robots;;;;;0358082;2005;1
16897;tout en haut du monde;chaye, remi;307;;;;;
16898;two faces of january, the;;;;;1976000;2014;3
16899;der subjektive faktor;;;;;0083137;1981;3
6250;abonne-toi;guillaume cremonese;;2018;serie web;;;
16900;god help the girl;;;;;2141751;2014;3
16901;alceste a bicyclette;le guay, philippe;654;;;;;
16902;il marchese del grillo;;;;;0082714;1981;3
16903;welcome to the discworld;;;;;0313773;1996;0
16904;la momie;kurtzman, alex;337;;;;;
16905;les innocentes;;;;;4370784;2016;3
8847;un voyage en hiver;claus drexler;;2019;long metrage;;;
16906;mia madre;moretti, nanni;172;;;;;
16907;amazing spider-man, the;;;;;0948470;2012;2
16908;only god forgives;winding refn, nicolas;405;;;;;
16909;l incroyable histoire du facteur cheval;tavernier, nils;77;;;;;
16910;somewhere;coppola, sofia;165;;;;;
16911;de toutes mes forces;chenouga, chad;137;;;;;
16912;babe, le cochon devenu berger;noonan, chris;1223;;;;;
16913;love, rosie;;;;;1638002;2014;3
16914;les vieux fourneaux;duthuron, christophe;225;;;;;
16915;nazotoki wa dinner no ato de (the after-dinner mysteries);;;;;2188560;2013;2
16916;mr. &amp  mrs. smith;;;;;0356910;2005;2
16917;apr&egrave s vous;;;;;0344604;2003;3
16918;carol;haynes, todd;333;;;;;
16919;les mondes de ralph;moore, rich;1297;;;;;
16920;comrade x;;;;;0032349;1940;2
16921;grim;;;;;0113221;1995;3
16922;set it off;;;;;0117603;1996;3
16923;good bye lenin !;becker, wolfgang;533;;;;;
16924;end of the tour, the;;;;;3416744;2015;1
16925;godzilla vs. the sea monster (ebirah, horror of the deep);;;;;0060464;1966;1
16926;once upon a time in the west;;;;;0064116;1968;1
16927;fits, the;;;;;4238858;1982;1
16928;phoenix;petzold, christian;185;;;;;
7567;l'incroyable show;marc andre brunet et manu joucla;;2017;telefilm;;;
16929;hidden fortress, the;;;;;0051808;1958;0
16930;joyeuses funerailles;oz, frank;1296;;;;;
8094;balthazar 7,8;vincent jamain;;2019;serie tv;;;
16931;canaries;;;;;4082644;2017;3
16932;wake wood;;;;;1296899;2011;3
16933;vanishing point;;;;;0067927;1971;0
16934;last of the mohicans, the;;;;;0104691;1992;2
8522;le bazar de la charite;alexandre laurent;;2019;serie tv;;;
7540;clem 40 41;nicolas herdt;;2017;serie tv;;;
16935;steve jobs;boyle, danny;157;;;;;
16936;suspicion;;;;;0034248;1941;3
16937;where the boys are;;;;;0054469;1960;2
16938;john wick: chapter 2;;;;;4425200;2017;1
16939;30 days of night: dark days;;;;;1320304;2010;3
16940;elizabethtown;;;;;0368709;2005;3
16941;adventures of baron munchausen, the;;;;;0096764;1988;1
8583;un peuple et son roi;pierre schoeller;;2017;long metrage;;;
16942;red turtle, the;;;;;3666024;2016;0
8567;l'amour est une fete;cedric anger;;2017;long metrage;;;
16943;iron man 2;;;;;1228705;2010;3
16944;cowboy bebop: the movie;;;;;0275277;2001;3
4820;tralala;arnaud et jean-marie larrieu;;2020;long metrage;;;
16945;la petite siraene;musker, john;355;;;;;
16946;tyler perry's acrimony;;;;;6063050;2018;1
16947;armed and dangerous;;;;;0090660;1986;1
16948;god's own country;;;;;5635086;2017;0
8693;the affair;jeffrey reiner;;2016;serie tv;;;
8223;parent d'eleve;noemie saglio;;2019;long metrage;;;
16949;downton abbey;;;;;6398184;2019;3
16950;picture perfect;;;;;0119896;1997;3
5030;ete 84;francois ozon;;2019;long metrage;;;
16951;lord of war;;;;;0399295;2005;2
16952;a dirty shame;;;;;0365125;2004;3
16953;rushmore;;;;;0128445;1998;3
16954;la grande bellezza;;;;;2358891;2013;3
8876;maryline;guillaume gallienne;;2016;long metrage;;;
16955;caprice;mouret, emmanuel;208;;;;;
16956;bourne legacy, the;;;;;1194173;2012;3
16957;italian for beginners;;;;;0243862;2000;3
16958;darling lili;;;;;0065611;1970;3
16959;mortal engines;;;;;1571234;2018;3
16960;heavy, the;;;;;0473364;2010;0
16961;into the woods;;;;;002180411;2014;3
16962;freddie as f.r.o.7.;;;;;0104298;1992;1
16963;knowing;;;;;0448011;2009;1
16964;beethoven 2;daniel, rod;181;;;;;
16965;greed;;;;;0015881;1924;3
16966;grand budapest hotel, the;;;;;2278388;2014;1
16967;calamity jane;;;;;0045591;1953;3
4769;les mysteres de l'amour;dan occo;;2016;serie tv;;;
16968;le temps des gitans;kusturica, emir;136;;;;;
16969;l adversaire;garcia, nicole;151;;;;;
16970;eyes wide open;;;;;1424327;2009;1
16971;tru confessions;;;;;0296251;2002;3
171;namaste england;vipul shah;;2018;long metrage;;;
16972;cats don't dance;;;;;0118829;1997;3
16973;dressmaker, the;;;;;2910904;2015;3
16974;le gardcon et la baete;hosoda, mamoru;195;;;;;
16975;ghost writer, the;;;;;1139328;2010;2
16976;vagina monologues, the;;;;;0244283;2002;0
281;les meufs;elodie faure boulue;;2016;serie tv;;;
16977;burn burn burn;;;;;3627488;2015;3
16978;sentinel, the;;;;;0076683;1977;3
16979;sentinelle;;;;;11734264;2021;3
16980;fundamentals of caring, the;;;;;2452386;2016;3
16981;ju-on;;;;;0330500;2000;3
16982;reine geschmacksache;;;;;0838192;2007;3
16983;article 15;;;;;10324144;2019;1
16984;frankenweenie;burton, tim;1536;;;;;
16985;walk on the wild side;;;;;0056671;1962;3
16986;i, tonya;;;;;5580036;2017;3
16987;last seduction, the;;;;;0110308;1994;1
16988;beast from 20,000 fathoms, the;;;;;0045546;1953;1
16989;cherry;;;;;9130508;2021;0
16990;un air de famille;;;;;0118015;1996;3
16991;silent hill: revelation 3d;;;;;0938330;2012;3
16992;koroshiya 1;;;;;0296042;2001;1
16993;road to el dorado, the;;;;;0138749;2000;0
16994;evelyn prentice;;;;;0025091;1934;3
16995;emmanuelle ii;;;;;0072933;1975;3
16996;opie gets laid;;;;;0446043;2009;3
16997;imaginarium of doctor parnassus, the;;;;;1054606;2009;1
16998;speed racer;;;;;0811080;2008;3
16999;joe;;;;;2382396;2014;2
8613;andy;david weill;;2018;long metrage;;;
17000;electricity;;;;;2936470;2014;3
17001;glass castle, the;;;;;2378507;2017;3
17002;aristocrats;;;;;0204082;1999;3
17003;cake;;;;;3442006;2014;3
17004;cold mountain;;;;;0159365;2003;3
17005;tag;;;;;2854926;2018;3
17006;pirates ii: stagnetti's revenge;;;;;1266097;2008;3
17007;des vents contraires;lespert, jalil;184;;;;;
17008;tenant, the;;;;;0074811;1976;1
17009;2 days in paris;;;;;0841044;2007;3
6949;rg02;romain gavras;;2017;long metrage;;;
17010;limelight;;;;;0044837;1952;1
17011;mega shark vs giant octopus;;;;;1350498;2009;0
17012;ripley's game;;;;;0265651;2002;1
17013;35 shots of rum;;;;;1100048;2008;3
17014;moi, moche et mechant;coffin, pierre;2106;;;;;
17015;perks of being a wallflower, the;;;;;1659337;2012;3
17016;irrational man;;;;;3715320;2015;2
17017;identity thief;;;;;2024432;2013;2
17018;stupeur et tremblements;;;;;0318725;2003;3
17019;scary movie;;;;;0175142;2000;3
7949;je suis karl;christian schwochow;;2019;long metrage;;;
17020;tan de repente;;;;;0324158;2002;3
17021;el olivo;;;;;3655972;2016;3
17022;koyaanisqatsi;;;;;0085809;1982;0
17023;nevada;clermont-tonnerre, laure de;103;;;;;
17024;teknolust;;;;;0270688;2002;3
17025;une education;scherfig, lone;489;;;;;
8401;baron noir;antoine chevrollier;;2019;serie tv;;;
17026;the yards;gray, james;135;;;;;
17027;taste the blood of dracula;;;;;0065073;1970;3
17028;imitation game;tyldum, morten;760;;;;;
17029;tell it to the bees;;;;;7241926;2018;3
17030;satanic panic;;;;;8510350;2019;3
17031;local hero;;;;;0085859;1983;1
17032;damsels in distress;;;;;1667307;2011;3
17033;bring it on: in it to win it;;;;;0972785;2007;3
17034;tampopo;;;;;0092048;1985;1
17035;non si deve profanare il sonno dei morti [the living dead at manchester morgue];;;;;0071431;1974;2
17036;climax;;;;;8359848;2018;3
17037;turma da monica: lacos;;;;;8169552;2019;2
17038;ver&oacute nica;;;;;5862312;2017;3
17039;earthworm tractors;;;;;0027562;1936;1
17040;glory road;;;;;0385726;2006;3
17041;loin des hommes;oelhoffen, david;248;;;;;
7832;l'art du crime saison 2;elsa bennett et hippolyte dard;;2018;serie tv;;;
17042;eulogy;;;;;0349416;2004;3
17043;hellboy;;;;;0167190;2004;1
17044;star trek v: the final frontier;;;;;0098382;1989;1
17045;heroic trio, the;;;;;0105619;1993;3
17046;el espinazo del diablo;;;;;0256009;2001;1
5899;une famille formidable - saison 14 - du 4 au 13 septembre 2017;miguel courtois;;2017;serie tv;;;
17047;bridget jones: the edge of reason;;;;;0317198;2004;3
17048;dom zly;;;;;1485698;2009;1
17049;alice, de l autre caotae du miroir;bobin, james;248;;;;;
17050;a la folie... pas du tout;;;;;0291579;2002;3
2303;le francais;andrei smirnov;;2018;long metrage;;;
8248;luz;flora lau;;2018;long metrage;;;
17051;her smell;;;;;7942742;2019;3
17052;tall tale;;;;;0111359;1995;1
17053;transformers;;;;;0418279;2007;3
17054;la principessa e il povero;;;;;0178844;1997;3
17055;mozart's sister;;;;;1653911;2010;3
17056;l aage de glace 4 : la daerive des continents;martino, steve;220;;;;;
1797;josephine ange gardien episode 108-109;philippe proteau;;2019;serie tv;;;
17057;high school musical 3 : nos annees lycee;ortega, kenny;377;;;;;
17058;trip, the;;;;;1740047;2010;1
17059;steamboy;otomo, katsuhiro;348;;;;;
17060;safe haven;;;;;1702439;2013;3
17061;la mort de staline;iannucci, armando;222;;;;;
17062;labyrinth;;;;;0091369;1986;3
17063;petit paysan;;;;;6805302;2017;1
17064;haunting of julia, the;;;;;0074611;1977;3
17065;oliver &amp  company;;;;;0095776;1988;2
17066;haeraeditae;aster, ari;150;;;;;
17067;gamers: hands of fate, the;;;;;2312390;2013;3
17068;magnificent seven, the;;;;;0054047;1960;0
17069;roller town;;;;;1732730;2011;3
17070;aliens in the attic;;;;;0775552;2009;3
17071;queen of earth;;;;;3993894;2015;3
17072;le chat pottae;miller, chris;143;;;;;
17073;animals;;;;;4426738;2019;3
17074;look of love, the;;;;;1951216;2013;3
17075;green hornet, the;;;;;0990407;2011;1
17076;jennifer's shadow;;;;;0382761;2004;3
17077;mais qui a tu&eacute  pamela rose?;;;;;0338828;2003;1
17078;guns of navarone, the;;;;;0054953;1961;1
17079;iron man 3;black, shane;1333;;;;;
17080;death wish;;;;;0071402;1974;3
17081;maid, the;;;;;1187044;2009;3
17082;empire of the sun;;;;;0092965;1987;1
17083;far from the madding crowd;;;;;2935476;2015;3
17084;mr. wrong;;;;;0117102;1996;3
17085;grandma's boy;;;;;0456554;2006;3
17086;neverending story, the;;;;;0088323;1984;1
17087;westward the women;;;;;0044205;1951;3
3999;c'est la vie;julien rambaldi;;2018;long metrage;;;
8626;l'art du crime saison 2;monsieur chris briant;;2018;serie tv;;;
17088;starbuck;;;;;1756750;2011;1
17089;el ataque de los muertos sin ojos [return of the evil dead];;;;;0068232;1973;3
8853;befikre;aditya chopra;;2016;long metrage;;;
17090;ugly truth, the;;;;;1142988;2009;2
17091;through a glass darkly;;;;;0055499;1961;0
17092;all dogs go to heaven;;;;;0096787;1989;3
17093;le loup de wall street;scorsese, martin;740;;;;;
17094;gake no ue no ponyo;;;;;0876563;2008;3
8863;valide;franck gastambide;;2019;serie tv;;;
17095;tokyo godfathers;;;;;0388473;2003;3
17096;clown;;;;;1780798;2014;3
17097;gaspard va au mariage;cordier, antony;132;;;;;
17098;six days seven nights;;;;;0120828;1998;1
17099;moi, moche et maechant 3;balda, kyle;294;;;;;
17100;sky captain and the world of tomorrow;;;;;0346156;2004;3
7507;film editorial vogue x chanel;martial schmeltz;;2017;serie web;;;
17101;aeronauts, the;;;;;6141246;2019;3
17102;fire;;;;;0116308;1996;3
17103;darkness, the;;;;;1878841;2016;2
17104;blanche neige et le chasseur;sanders, rupert;627;;;;;
17105;tad: the lost explorer;;;;;1764625;2012;1
17106;phantom of the opera, the;;;;;0293508;2004;2
17107;scary movie 3;;;;;0306047;2003;3
17108;ju-on: the grudge;;;;;0364385;2002;3
908;double enjeux;charlotte bourrelly-belhomme;;2018;serie web;;;
17109;vamps;;;;;1545106;2012;3
17110;boyhood;linklater, richard;353;;;;;
17111;boomerang;;;;;0103859;1992;3
17112;boys from brazil, the;;;;;0077269;1978;1
17113;17 miracles;;;;;1909270;2011;3
17114;the guilty;moller, gustav;204;;;;;
17115;the third murder;kore-eda, hirokazu;131;;;;;
17116;midwife, the;;;;;5348236;2017;3
17117;la cinquieme saison;;;;;2298820;2012;3
17118;stealth;;;;;0382992;2005;1
7884;the good place;michael schur;;2019;serie tv;;;
17119;song of the sea;;;;;1865505;2014;3
17120;dead man walking;;;;;0112818;1995;3
17121;zombies 2;;;;;9766166;2020;3
17122;day of the dead;;;;;0489018;2008;3
17123;allied;;;;;3640424;2016;3
8765;embrasse moi;cyprien vial;;2016;long metrage;;;
17124;suburban mayhem;;;;;0450506;2006;3
17125;tower of terror;;;;;0131620;1997;3
17126;bridget jones baby;maguire, sharon;296;;;;;
17127;la promesse de l aube;barbier, eric;259;;;;;
17128;autumn in new york;;;;;0174480;2000;1
2856;le dossier bobinsky;antonin delaroche-vernet;;2019;serie web;;;
17129;train, the;;;;;0059825;1964;1
17130;singwa hamgge;;;;;7160070;2017;1
17131;pel&iacute culas para no dormir: la habitaci&oacute n del ni&ntilde o;;;;;0430164;2006;3
8893;sol;jezabel marques nakache;;2018;long metrage;;;
17132;sun valley serenade;;;;;0034241;1941;0
17133;milchwald;;;;;0331698;2003;3
17134;cool runnings;;;;;0106611;1993;1
17135;intolerable cruelty;;;;;0138524;2003;3
17136;44 inch chest;;;;;0914837;2009;1
17137;king of kong: a fistful of quarters, the;;;;;0923752;2007;1
17138;sans un bruit;krasinski, john;148;;;;;
17139;lost river;gosling, ryan;547;;;;;
7113;qu'est-ce qu'on a encore fait au bon dieu;philippe de chauveron;;2018;long metrage;;;
17140;shoot the piano player;;;;;0054389;1960;2
7202;chacun chez soi !;michele laroque;;2019;long metrage;;;
17141;over the moon;;;;;7488208;2020;3
17142;oscar;;;;;0102603;1991;2
17143;la peor de mis bodas 2;;;;;8932338;2019;3
17144;la faete est finie;garel-weiss, marie;120;;;;;
17145;j ai toujours reve d etre un gangster;benchetrit, samuel;130;;;;;
8486;the package;chang keun chun;;2016;serie tv;;;
17146;free rainer;;;;;0810868;2007;2
17147;wild one, the;;;;;0047677;1953;1
17148;om+me;;;;;7341676;2017;3
17149;billions;;;;;4270492;2016;3
8877;aurore tabort;blandine lenoir;;2016;long metrage;;;
17150;miss peregrine's home for peculiar children;;;;;1935859;2016;3
17151;because i said so;;;;;0490084;2007;3
17152;inland empire;;;;;0460829;2006;3
17153;les invisibles;petit, louis-julien;97;;;;;
17154;che: part one;;;;;0892255;2008;1
17155;bad santa;;;;;0307987;2003;0
8601;amanda;mikhael hers;;2017;long metrage;;;
6672;star 80 - la suite;frederic auburtin - thomas langmann;;2017;long metrage;;;
17156;new york minute;;;;;0363282;2004;3
17157;time changer;;;;;0295725;2002;0
17158;baran;;;;;0233841;2001;0
8718;alibi.com;philippe lacheau;;2016;long metrage;;;
17159;harbinger down;;;;;3397918;2015;3
17160;independence day;;;;;0116629;1996;3
17161;roman holiday;;;;;0046250;1953;3
17162;women, the;;;;;0430770;2008;3
8332;war machine;david michod;;2016;long metrage;;;
17163;nanny mcphee and the big bang;;;;;1415283;2010;3
17164;amazing grace;;;;;0454776;2006;1
17165;odd thomas;;;;;1767354;2013;3
17166;death race 2000;;;;;0072856;1975;3
7850;l angle mort;pierre trividic et patrick mario bernard;;2018;long metrage;;;
17167;resident evil: retribution;;;;;1855325;2012;3
17168;nahid;panahandeh, ida;150;;;;;
17169;auntie mame;;;;;0051383;1958;3
17170;a l origine;giannoli, xavier;365;;;;;
17171;engrenages. saison 1, intaegrale;clert, alexandra;199;;;;;
8517;mystere a la sorbonne;lea fazer;;2018;telefilm;;;
17172;i bury the living;;;;;0051755;1958;1
17173;darkest hour;;;;;4555426;2017;2
17174;avengers 2 : l ere d ultron;whedon, joss;725;;;;;
17175;ocean drive weekend;;;;;0471287;1985;3
17176;other halves;;;;;4308714;2015;3
17177;les 3 royaumes;woo, john;153;;;;;
17178;dangerous beauty;;;;;0118892;1998;3
17179;turbo kid;;;;;3672742;2015;1
17180;marguerite;;;;;4428788;2015;3
17181;shrine, the;;;;;1341710;2010;3
5953;clem saison 8 ep 44 et 45;nicolas herdt;;2017;serie tv;;;
8241;emily in paris;;;2019;serie tv;;;
5914;josephine ange gardien tous pour un;thierry petit;;2017;serie tv;;;
17182;sans toi ni loi (vagabond);;;;;0089960;1985;3
17183;within our gates;;;;;0011870;1920;3
17184;hamilton;;;;;8503618;2020;3
17185;split second;;;;;0105459;1992;0
4887;le monde de bobby;coline pagoda;;2019;serie web;;;
17186;ironiya sudby, ili s legkim parom!;;;;;0073179;1975;2
17187;hannah free;;;;;1315214;2009;3
6529;barbaque;fabrice eboue;;2020;long metrage;;;
17188;victoria &amp  abdul;;;;;5816682;2017;2
17189;rachel getting married;;;;;1084950;2008;3
17190;paleface, the;;;;;0012543;1922;0
17191;pardon us;;;;;0022251;1931;0
17192;fighter;russell, david o.;340;;;;;
8113;juste un regard;ludovic colbeau-justin;;2017;serie tv;;;
17193;harry potter and the deathly hallows: part 2;;;;;1201607;2011;3
17194;ekusute (exte: hair extensions);;;;;0904049;2007;3
17195;copacabana;fitoussi, marc;545;;;;;
17196;'night, mother;;;;;0090556;1986;3
17197;fanny and alexander;;;;;0083922;1982;2
17198;underworld: awakening;;;;;1496025;2012;3
7413;on the french riviera;alan swyer;;2016;long metrage;;;
17199;physician, the;;;;;2101473;2013;1
17200;suzanne's career;;;;;0056910;1963;3
17201;nos batailles;senez, guillaume;211;;;;;
17202;la nuit au musee 3 : le secret des pharaons;levy, shawn;486;;;;;
17203;kika;;;;;0107315;1993;3
8428;flora63;stephane robelin;;2016;long metrage;;;
17204;gaston lagaffe;martin-laval, pierre-frandcois;274;;;;;
17205;meet the blacks;;;;;4191580;2016;3
17206;vivian maier mystery, the;;;;;3252208;2013;3
17207;throne;;;;;4010918;2015;3
17208;the lunchbox;batra, ritesh;466;;;;;
17209;something's gotta give;;;;;0337741;2003;3
17210;woman in gold;;;;;2404425;2015;3
17211;a case of you;;;;;1817081;2013;3
17212;they;;;;;0283632;2002;3
17213;die letzte sau;;;;;5348774;2016;1
17214;a town called panic;;;;;1433540;2009;1
17215;shattered glass;;;;;0323944;2003;2
17216;clochette et la creature legendaire;loter, steve;505;;;;;
17217;ask me anything;;;;;2505294;2014;3
17218;space dogs;;;;;1272051;2010;3
17219;a ghost story;;;;;6265828;2017;1
17220;resident evil: apocalypse;;;;;0318627;2004;3
17221;wife vs. secretary;;;;;0028505;1936;2
17222;dalton trumbo;roach, jay;152;;;;;
17223;the ghost writer;polanski, roman;1172;;;;;
17224;mediterraneo;;;;;0102426;1991;2
17225;ride along 2;;;;;2869728;2016;0
17226;santa clause is comin' to town;;;;;0066327;1970;1
17227;epic : la bataille du royaume secret;wedge, chris;1599;;;;;
17228;lore;;;;;1996310;2012;3
5825;profilage ep.93/94;julien hosmalin / lionel mougin;;2018;serie tv;;;
17229;koe no katachi;;;;;5323662;2016;1
17230;solomon kane;;;;;0970452;2009;3
17231;les malheurs de sophie;honore, christophe;365;;;;;
17232;lizzie mcguire movie, the;;;;;0306841;2003;3
17233;explosion of a motor car (a.k.a the dlights of automobiling);;;;;0257654;1900;0
17234;escrocs mais pas trop;allen, woody;134;;;;;
17235;break ke baad;;;;;1578261;2010;3
17236;wimbledon;;;;;0360201;2004;3
17237;free men;;;;;1699185;2011;1
17238;dolphin tale;;;;;1564349;2011;2
17239;waiting for guffman;;;;;0118111;1996;3
17240;downton abbey. saison 2, integrale;fellowes, julian;165;;;;;
17241;my own private idaho;;;;;0102494;1991;1
17242;monstres contre aliens;letterman, rob;545;;;;;
17243;shichinin no samurai;;;;;0047478;1954;0
17244;how to make an american quilt;;;;;0113347;1995;3
17245;la legende de zorro;campbell, martin;129;;;;;
17246;house of games;;;;;0093223;1987;3
17247;daddy's home;;;;;1528854;2015;1
17248;nightmare city;;;;;0080931;1980;3
17249;ted - for karlekens skull;;;;;6204018;2018;0
17250;superbad;;;;;0829482;2007;3
17251;irishman, the;;;;;1302006;2019;1
412;de gaulle, l'eclat et le secret;francois velle;;2020;serie tv;;;
17252;vacancy;;;;;0452702;2007;0
17253;murder by invitation;;;;;0033928;1941;3
17254;sunshine;;;;;0448134;2007;1
17255;happiest season;;;;;8522006;2020;3
17256;inside out;;;;;2096673;2015;3
17257;28 weeks later;;;;;0463854;2007;3
8776;production 46;;;2019;long metrage;;;
17258;walk of shame;;;;;2463288;2014;3
17259;ferris bueller's day off;;;;;0091042;1986;3
17260;men in black ii;;;;;0120912;2002;1
17261;baywatch;;;;;1469304;2017;1
17262;bushwick;;;;;4720702;2017;3
17263;nappily ever aftet;;;;;0365545;2018;3
17264;hitched;;;;;0272127;2001;3
17265;annie hall;;;;;0075686;1977;3
17266;l'atalante;;;;;0024844;1934;0
17267;swades;;;;;0367110;2004;3
17268;moonraker;;;;;0079574;1979;1
17269;&quot masters of horror&quot  pelts;;;;;0779496;2006;1
17270;don't leave home;;;;;6842126;2018;3
8457;12 points;daniel syrkin;;2019;serie tv;;;
17271;do comeco ao fim;;;;;1440741;2009;2
17272;white zombie;;;;;0023694;1932;0
17273;powerpuff girls, the;;;;;0289408;2002;3
17274;let me dream again;;;;;0000313;1900;0
17275;gabby douglas story, the;;;;;3386954;2014;1
17276;fantastic mr. fox;anderson, wes;1860;;;;;
8538;un cadeau du ciel;alain chabat;;2017;long metrage;;;
17277;long kiss goodnight, the;;;;;0116908;1996;3
17278;the rover;michod, david;163;;;;;
17279;bird box;;;;;2737304;2018;3
17280;21 jump street;;;;;1232829;2012;2
17281;high life;denis, claire;69;;;;;
17282;iron man 3;;;;;1300854;2013;3
7667;josephine ange gardien/episode 82;philippe proteau;;2016;serie tv;;;
17283;redball;;;;;0163178;1999;3
17284;eva;;;;;1298554;2011;3
17285;bride wars;;;;;0901476;2009;3
17286;ace ventura: pet detective;;;;;0109040;1994;2
17287;whiskey tango foxtrot;;;;;3553442;2016;3
17288;nos voisins les hommes;johnson, tim;1495;;;;;
17289;day of the doctor, the;;;;;2779318;2013;3
17290;perfect host, the;;;;;1334553;2010;2
17291;pasadena;;;;;2357263;2013;3
17292;bowfinger;;;;;0131325;1999;3
8259;t'as pecho?;adeline picault;;2019;long metrage;;;
17293;merry christmas mr lawrence;;;;;0085933;1983;0
17294;nausicaea de la vallaee du vent;miyazaki, hayao;338;;;;;
17295;there will be blood;anderson, paul thomas;312;;;;;
17296;killer joe;;;;;1726669;2012;2
8556;voyez comme on danse;michel blanc;;2017;long metrage;;;
17297;detour;;;;;0037638;1945;1
17298;icarly: igo to japan;;;;;1286124;2008;3
17299;miracle;;;;;0349825;2004;1
17300;white lies;;;;;2386257;2013;3
17301;red state;;;;;0873886;2011;3
17302;le crime de l orient-express;branagh, kenneth;209;;;;;
17303;nous trois ou rien;kheiron;292;;;;;
17304;santa & cie;chabat, alain;209;;;;;
17305;ethicist, the;;;;;12145728;2015;3
17306;extraordinary adventures of adele blanc-sec, the;;;;;1179025;2010;3
17307;sailor moon supers the movie, the ten senshi unite, mystery of the black dream hole (sailor moon super s the movie: black dream;;;;;0112513;1995;3
17308;kirikou and the sorceress;;;;;0181627;1998;2
17309;dune;;;;;0142032;2000;3
17310;where the truth lies;;;;;0373450;2005;3
17311;fawlty towers;;;;;0072500;1975;3
17312;sommarnattens leende (smiles of a summer night);;;;;0048641;1955;2
17313;cam;;;;;8361028;2018;3
17314;dark tower, the;;;;;1648190;2017;1
17315;memento mori;;;;;0266075;1999;3
17316;zoombies 2;;;;;9670282;2019;3
17317;tangerine;;;;;3824458;2015;3
17318;wanderlust;;;;;1655460;2012;3
17319;rubber;;;;;1612774;2010;3
17320;west bank story;;;;;0438575;2005;1
17321;lady jane;guediguian, robert;318;;;;;
17322;king kong;;;;;0360717;2005;0
17323;clue;;;;;0088930;1985;3
17324;west is west;;;;;1441956;2010;3
17325;tomboy;sciamma, caeline;71;;;;;
17326;le traone de fer. saison 7, intaegrale;benioff, david;273;;;;;
17327;hua mulan;;;;;1308138;2009;3
17328;little prince, the;;;;;1754656;2015;3
17329;zombieland: double tap;;;;;1560220;2019;3
17330;absentia;;;;;1610996;2011;3
17331;j'ai tu&eacute  ma m&egrave re;;;;;1424797;2009;2
17332;cars 3;;;;;3606752;2017;3
17333;sugar &amp  spice;;;;;0186589;2001;3
17334;conformist, the;;;;;0065571;1970;3
17335;fog, the;;;;;0432291;2005;3
17336;moana;;;;;3521164;2016;3
17337;girl was young, the;;;;;0029811;1937;3
17338;little darlings;;;;;0081060;1980;3
17339;brainscan;;;;;0109327;1994;1
17340;frankie and alice;;;;;1221208;2010;3
17341;pretty ugly people;;;;;0874425;2008;3
17342;fires were started;;;;;0035881;1943;0
17343;la jetee;;;;;0056119;1962;0
17344;les delices de tokyo;kawase, naomi;297;;;;;
5744;le legiste;frederic berthe;;2018;serie tv;;;
17345;grown ups;;;;;1375670;2010;3
17346;wo hu cang long (crouching tiger, hidden dragon);;;;;0190332;2000;3
17347;a pas de loup;ringer, olivier;511;;;;;
17348;wrong man, the;;;;;0051207;1956;1
8857;liang sheng;liu chun-chien;;2016;serie tv;;;
17349;baseketball;;;;;0131857;1998;1
17350;adult life skills;;;;;4211044;2016;3
17351;un chat un chat;fillieres, sophie;122;;;;;
17352;danger stalks near;;;;;0050421;1957;3
17353;tron;;;;;0084827;1982;0
17354;tinker tailor soldier spy;;;;;1340800;2011;1
17355;notting hill;;;;;0125439;1999;3
17356;glasblasarns barn;;;;;0119204;1998;3
17357;and if we all live together;;;;;1674057;2011;2
17358;a patch of blue;;;;;0059573;1965;3
6728;tamara demande n°2;alexandre castagnetti;;2017;long metrage;;;
6409;c'est quoi ce papy;gabriel julien laferriere;;2020;long metrage;;;
17359;pianist, the;;;;;0253474;2002;1
17360;hollywood homicide;;;;;0329717;2003;1
17361;indiana jones and the last crusade;;;;;0097576;1989;0
17362;interstellar;;;;;0816692;2014;3
17363;ruby in paradise;;;;;0108000;1993;3
17364;i'll be seeing you;;;;;0036940;1944;3
17365;tout simplement noir;;;;;10426916;2020;1
17366;mr. roosevelt;;;;;6212496;2017;3
17367;x-files: i want to believe, the;;;;;0443701;2008;3
17368;gekij&ocirc -ban - bish&ocirc jo senshi s&ecirc r&acirc  m&ucirc n r (sailor moon r the movie: the promise of the rose);;;;;0106417;1993;3
17369;minions;;;;;2293640;2015;3
8622;celle que vous croyez;safy nebbou;;2018;long metrage;;;
17370;la strategie ender;hood, gavin;171;;;;;
17371;isle of the dead;;;;;0037820;1945;3
17372;hors normes;toledano, eric;75;;;;;
17373;chico &amp  rita;;;;;1235830;2010;2
17374;grave encounters;;;;;1703199;2011;0
8119;l'enkas;sarah marx;;2018;long metrage;;;
17375;bonnie &amp  clyde vs. dracula;;;;;1117379;2008;3
