key_lieu;id_lieu;adresse_lieu;ardt_lieu;coord_x;coord_y;geo_shape;geo_point_2d
7660;2017-1285;68 rue emeriau, 75015 paris;75015;2.2843192;48.848053;"{""type"": ""Point"", ""coordinates"": [2.284319061595475, 48.84805172541473]}";48.8480517254,2.2843190616
7661;2018-1027;6 rue servandoni, 75006 paris;75006;2.3346963;48.85041;"{""type"": ""Point"", ""coordinates"": [2.334696221525359, 48.850410895986755]}";48.850410896,2.33469622153
7662;2016-1985;avenue  trudaine;75009;2.343211;48.88114;"{""type"": ""Point"", ""coordinates"": [2.343210999622053, 48.881143000008144]}";48.881143,2.34321099962
7663;2017-1288;place du trocadero et du onze novembre, 75116 paris;75116;2.2869318;48.863415;"{""type"": ""Point"", ""coordinates"": [2.28693166608925, 48.86341511691408]}";48.8634151169,2.28693166609
7664;2018-1042;6 rue edmond about, 75116 paris;75116;2.2734144;48.862408;"{""type"": ""Point"", ""coordinates"": [2.27341427256459, 48.862409241746676]}";48.8624092417,2.27341427256
7665;2016-2042;7bis  rue  de l'aqueduc;75010;2.358657;48.88;"{""type"": ""Point"", ""coordinates"": [2.358656999382504, 48.88000099980618]}";48.8800009998,2.35865699938
7666;2017-1174;44 avenue des champs elysees, 75008 paris;75008;2.307562;48.87016;"{""type"": ""Point"", ""coordinates"": [2.307562167062656, 48.87015796433319]}";48.8701579643,2.30756216706
7667;2016-427;rue  des quatre freres peignot;75015;2.283165;48.846252;"{""type"": ""Point"", ""coordinates"": [2.283165000066139, 48.846253000358544]}";48.8462530004,2.28316500007
7668;2016-2049;1  rue  rene panhard ou 292 rue st martin;75013;2.359355;48.83878;"{""type"": ""Point"", ""coordinates"": [2.3593549995397, 48.838778999548204]}";48.8387789995,2.35935499954
7669;2017-1498;avenue theodore rousseau, 75016 paris;75016;2.2704363;48.854195;"{""type"": ""Point"", ""coordinates"": [2.270436400119414, 48.8541930279752]}";48.854193028,2.27043640012
7670;2016-435;rue  nobel;75018;2.341439;48.89013;"{""type"": ""Point"", ""coordinates"": [2.341438999706532, 48.890129000031926]}";48.890129,2.34143899971
7671;2016-2059;90  rue  de la chapelle;75018;2.35968;48.8969;"{""type"": ""Point"", ""coordinates"": [2.359680000178555, 48.896899000046545]}";48.896899,2.35968000018
7672;2017-1526;1 rue scheffer, 75116 paris;75116;2.2851305;48.860054;"{""type"": ""Point"", ""coordinates"": [2.285130544247642, 48.86005390194775]}";48.8600539019,2.28513054425
7673;2016-447;boulevard  edgar quinet;75014;2.326543;48.840763;"{""type"": ""Point"", ""coordinates"": [2.326542999913813, 48.84076400022461]}";48.8407640002,2.32654299991
7674;2016-2067;place  du colonel chanute;75020;2.406209;48.866142;"{""type"": ""Point"", ""coordinates"": [2.406209000551809, 48.86614399982497]}";48.8661439998,2.40620900055
7675;2017-1536;142 quai de jemmapes, 75010 paris;75010;2.3656442;48.87674;"{""type"": ""Point"", ""coordinates"": [2.365644186611017, 48.8767394107962]}";48.8767394108,2.36564418661
7676;2016-454;du 3 au 43  rue  de verneuil;75007;2.327537;48.858418;"{""type"": ""Point"", ""coordinates"": [2.327537000005265, 48.85841799970323]}";48.8584179997,2.32753700001
7677;2020-609;place diaghilev, 75009 paris;75009;2.3314106;48.873077;"{""type"": ""Point"", ""coordinates"": [2.331410736458704, 48.873076159368345]}";48.8730761594,2.33141073646
7678;2017-1537;24 rue alibert, 75010 paris;75010;2.3688617;48.87186;"{""type"": ""Point"", ""coordinates"": [2.368861654414538, 48.87186209990856]}";48.8718620999,2.36886165441
7679;2016-457;rue  des pyrenees;75020;2.399262;48.863655;"{""type"": ""Point"", ""coordinates"": [2.399262000380808, 48.863655999576864]}";48.8636559996,2.39926200038
7680;2018-1061;pont du garigliano, 75015 paris;75015;2.2693849;48.83887;"{""type"": ""Point"", ""coordinates"": [2.269384852391973, 48.83887100319678]}";48.8388710032,2.26938485239
7681;2017-1553;15 rue saint-blaise, 75020 paris;75020;2.4050398;48.859627;"{""type"": ""Point"", ""coordinates"": [2.4050397185794252, 48.85962631327914]}";48.8596263133,2.40503971858
7682;2016-466;139  rue  pelleport;75020;2.39779;48.873047;"{""type"": ""Point"", ""coordinates"": [2.397790000437769, 48.87304499976427]}";48.8730449998,2.39779000044
7683;2019-111;22 rue dauphine, 75006 paris;75006;2.3395443;48.85514;"{""type"": ""Point"", ""coordinates"": [2.339544249026412, 48.85514118664906]}";48.8551411866,2.33954424903
7684;2017-1433;29 rue emile desvaux, 75019 paris;75019;2.3986902;48.87698;"{""type"": ""Point"", ""coordinates"": [2.3986902216252552, 48.8769793193451]}";48.8769793193,2.39869022163
7685;2016-1982;rue  du faubourg saint honore;75008;2.311702;48.872635;"{""type"": ""Point"", ""coordinates"": [2.31170199932824, 48.87263299960226]}";48.8726329996,2.31170199933
7686;2019-363;31 rue octave feuillet, 75116 paris;75116;2.2707422;48.862232;"{""type"": ""Point"", ""coordinates"": [2.27074211600764, 48.862233901554525]}";48.8622339016,2.27074211601
7687;2017-1300;rue gasnier-guy, 75020 paris;75020;2.3933141;48.86505;"{""type"": ""Point"", ""coordinates"": [2.393314131719037, 48.86505080784509]}";48.8650508078,2.39331413172
7688;2016-1988;24  avenue  george v;75008;2.301502;48.867653;"{""type"": ""Point"", ""coordinates"": [2.301502000240716, 48.86765200043837]}";48.8676520004,2.30150200024
7689;2019-369;rue du calvaire, 75018 paris;75018;2.3404942;48.886272;"{""type"": ""Point"", ""coordinates"": [2.340494141679001, 48.886271531842766]}";48.8862715318,2.34049414168
7690;2017-1311;jardin nelson mandela(ex: des halles), 75001 paris;75001;2.3452964;48.86228;"{""type"": ""Point"", ""coordinates"": [2.3452963499156603, 48.86228331084681]}";48.8622833108,2.34529634992
7691;2016-1995;62  rue  de la reunion;75020;2.401361;48.855457;"{""type"": ""Point"", ""coordinates"": [2.401361000513374, 48.85545799994025]}";48.8554579999,2.40136100051
7692;2016-526;rue  de rennes;75006;2.328205;48.8486;"{""type"": ""Point"", ""coordinates"": [2.3282049996258802, 48.84859700017828]}";48.8485970002,2.32820499963
7693;2017-1317;rue de nevers, 75006 paris;75006;2.339564;48.85585;"{""type"": ""Point"", ""coordinates"": [2.339563985092426, 48.85584967117165]}";48.8558496712,2.33956398509
7694;2016-2012;32  rue  richer;75009;2.344891;48.87409;"{""type"": ""Point"", ""coordinates"": [2.344891000239861, 48.87409000040216]}";48.8740900004,2.34489100024
7695;2016-531;rue  de pontoise;75005;2.351867;48.849808;"{""type"": ""Point"", ""coordinates"": [2.35186700038581, 48.849806000376134]}";48.8498060004,2.35186700039
7696;2017-1357;20 avenue rachel, 75018 paris;75018;2.331063;48.885387;"{""type"": ""Point"", ""coordinates"": [2.33106294819031, 48.88538876233613]}";48.8853887623,2.33106294819
7697;2016-2016;24/39  rue  oberkampf;75011;2.37131;48.864326;"{""type"": ""Point"", ""coordinates"": [2.371310000383406, 48.86432600018772]}";48.8643260002,2.37131000038
7698;2016-542;rue  du faubourg saint honore;75008;2.311702;48.872635;"{""type"": ""Point"", ""coordinates"": [2.31170199932824, 48.87263299960226]}";48.8726329996,2.31170199933
7699;2017-1673;rue des morillons, 75015 paris;75015;2.305829;48.831673;"{""type"": ""Point"", ""coordinates"": [2.305829060483522, 48.83167314163094]}";48.8316731416,2.30582906048
7700;2016-2023;2/17  rue  princesse;75006;2.334584;48.851967;"{""type"": ""Point"", ""coordinates"": [2.334583999395571, 48.85196799998111]}";48.851968,2.3345839994
7701;2016-554;square  jehan-rictus;75018;2.349552;48.8925;"{""type"": ""Point"", ""coordinates"": [2.349552000247243, 48.89250000015073]}";48.8925000002,2.34955200025
7702;2017-1614;14 rue des recollets, 75010 paris;75010;2.361366;48.874622;"{""type"": ""Point"", ""coordinates"": [2.361365941594592, 48.87462374953768]}";48.8746237495,2.36136594159
7703;2016-2054;boulevard  de la chapelle;75018;2.355889;48.884396;"{""type"": ""Point"", ""coordinates"": [2.35588899947503, 48.88439500035314]}";48.8843950004,2.35588899948
7704;2016-562;rue  chardin;75016;2.287764;48.858673;"{""type"": ""Point"", ""coordinates"": [2.287763999761577, 48.85867300017132]}";48.8586730002,2.28776399976
7705;2018-99;145 rue du faubourg saint-martin, 75010 paris;75010;2.3607051;48.87671;"{""type"": ""Point"", ""coordinates"": [2.360705229078122, 48.87670935972769]}";48.8767093597,2.36070522908
7706;2016-2063;quai  francois mauriac;75013;2.378503;48.83314;"{""type"": ""Point"", ""coordinates"": [2.378503000643819, 48.83314300042522]}";48.8331430004,2.37850300064
7707;2016-563;37bis  quai  de la seine;75019;2.373251;48.88609;"{""type"": ""Point"", ""coordinates"": [2.373250999995775, 48.88608799957149]}";48.8860879996,2.373251
7708;2018-105;rue mercoeur, 75011 paris;75011;2.382617;48.856728;"{""type"": ""Point"", ""coordinates"": [2.382616880877391, 48.85672713992361]}";48.8567271399,2.38261688088
7709;2016-2078;48  rue  chapon;75003;2.354181;48.863995;"{""type"": ""Point"", ""coordinates"": [2.354181000192458, 48.86399400029116]}";48.8639940003,2.35418100019
7710;2016-564;avenue  kleber;75016;2.29059;48.868042;"{""type"": ""Point"", ""coordinates"": [2.290589999340837, 48.86804200037786]}";48.8680420004,2.29058999934
7711;2018-131;45 rue la boetie, 75008 paris;75008;2.314195;48.873528;"{""type"": ""Point"", ""coordinates"": [2.31419491506178, 48.87352799926697]}";48.8735279993,2.31419491506
7712;2020-605;1 avenue de la porte de choisy, 75013 paris;75013;2.3662927;48.817738;"{""type"": ""Point"", ""coordinates"": [2.366292644294825, 48.81773716695684]}";48.817737167,2.36629264429
7713;2016-2112;2/20  rue  guisarde;75006;2.33441;48.851837;"{""type"": ""Point"", ""coordinates"": [2.334409999332062, 48.85183699960043]}";48.8518369996,2.33440999933
7714;2017-1571;40 rue de seine, 75006 paris;75006;2.3366992;48.85504;"{""type"": ""Point"", ""coordinates"": [2.336699205860894, 48.85504052356756]}";48.8550405236,2.33669920586
7715;2020-607;29 rue manin, 75019 paris;75019;2.3781743;48.87863;"{""type"": ""Point"", ""coordinates"": [2.378174198641374, 48.87863346680857]}";48.8786334668,2.37817419864
7716;2016-2113;3  rue  botzaris;75019;2.381319;48.877907;"{""type"": ""Point"", ""coordinates"": [2.381318999982177, 48.87790800025907]}";48.8779080003,2.38131899998
7717;2017-1579;5 rue de buzenval, 75020 paris;75020;2.4023144;48.84956;"{""type"": ""Point"", ""coordinates"": [2.402314516342188, 48.849560357741936]}";48.8495603577,2.40231451634
7718;2020-618;5b rue pajou, 75016 paris;75016;2.272927;48.856724;"{""type"": ""Point"", ""coordinates"": [2.272926959804952, 48.856723328550494]}";48.8567233286,2.2729269598
7719;2016-2114;carrefour  des rues championnet et du poteau;75018;2.340099;48.895687;"{""type"": ""Point"", ""coordinates"": [2.3400989998624953, 48.895686999576306]}";48.8956869996,2.34009899986
7720;2018-44;158 rue damremont, 75018 paris;75018;2.3387113;48.89671;"{""type"": ""Point"", ""coordinates"": [2.338711282751766, 48.896710197589]}";48.8967101976,2.33871128275
7721;2020-658;18 rue cepre, 75015 paris;75015;2.3036423;48.84691;"{""type"": ""Point"", ""coordinates"": [2.303642186053102, 48.846908660231726]}";48.8469086602,2.30364218605
7722;2016-2129;rue  davioud;75016;2.270844;48.855175;"{""type"": ""Point"", ""coordinates"": [2.27084399956002, 48.855176000137824]}";48.8551760001,2.27084399956
7723;2018-52;158 rue damremont, 75018 paris;75018;2.3387113;48.89671;"{""type"": ""Point"", ""coordinates"": [2.338711282751766, 48.896710197589]}";48.8967101976,2.33871128275
7724;2020-674;49 boulevard de picpus, 75012 paris;75012;2.4017594;48.84447;"{""type"": ""Point"", ""coordinates"": [2.401759425873409, 48.84446959355018]}";48.8444695936,2.40175942587
7725;2016-2135;42/50  rue  des petites ecuries;75010;2.34916;48.87398;"{""type"": ""Point"", ""coordinates"": [2.349160000606868, 48.87398200038259]}";48.8739820004,2.34916000061
7726;2017-1640;6 rue de castiglione, 75001 paris;75001;2.3278806;48.865646;"{""type"": ""Point"", ""coordinates"": [2.32788069308106, 48.8656457309704]}";48.865645731,2.32788069308
7727;2020-675;rue de la bidassoa, 75020 paris;75020;2.3935778;48.86628;"{""type"": ""Point"", ""coordinates"": [2.393577764935859, 48.86627797144211]}";48.8662779714,2.39357776494
7728;2016-2140;3  rue  caulaincourt (hotel mercure);75018;2.329905;48.885;"{""type"": ""Point"", ""coordinates"": [2.32990499988723, 48.88499900001758]}";48.884999,2.32990499989
7729;2017-1651;59 rue de chateaudun, 75009 paris;75009;2.3323252;48.876213;"{""type"": ""Point"", ""coordinates"": [2.332325112886152, 48.87621306515553]}";48.8762130652,2.33232511289
7730;2019-104;49 rue des ecoles, 75005 paris;75005;2.343399;48.849915;"{""type"": ""Point"", ""coordinates"": [2.343399093678975, 48.849913629103796]}";48.8499136291,2.34339909368
7731;2016-2157;rue  de harlay;75001;2.343164;48.8567;"{""type"": ""Point"", ""coordinates"": [2.343163999795175, 48.856700999715514]}";48.8567009997,2.3431639998
7732;2018-252;88 rue de turenne, 75003 paris;75003;2.364715;48.861385;"{""type"": ""Point"", ""coordinates"": [2.364715081867835, 48.861386717912204]}";48.8613867179,2.36471508187
7733;2019-115;145 avenue de villiers, 75017 paris;75017;2.2921717;48.885437;"{""type"": ""Point"", ""coordinates"": [2.292171789209541, 48.885437721186086]}";48.8854377212,2.29217178921
7734;2016-2183;15  rue  poliveau;75005;2.360048;48.840244;"{""type"": ""Point"", ""coordinates"": [2.360048000624603, 48.84024599984668]}";48.8402459998,2.36004800062
7735;2018-264;10 rue tholoze, 75018 paris;75018;2.3353481;48.88615;"{""type"": ""Point"", ""coordinates"": [2.335348210449294, 48.886149681496285]}";48.8861496815,2.33534821045
7736;2019-116;30 avenue niel, 75017 paris;75017;2.2957356;48.881187;"{""type"": ""Point"", ""coordinates"": [2.29573566854857, 48.881187696711194]}";48.8811876967,2.29573566855
7737;2020-693;avenue des marnes, 75019 paris;75019;2.3797107;48.879322;"{""type"": ""Point"", ""coordinates"": [2.379710779250154, 48.87932321170045]}";48.8793232117,2.37971077925
7738;2018-275;11 rue berryer, 75008 paris;75008;2.303599;48.87537;"{""type"": ""Point"", ""coordinates"": [2.303599091334641, 48.87536845443363]}";48.8753684544,2.30359909133
7739;2019-379;quai de la gare, 75013 paris;75013;2.3738987;48.837387;"{""type"": ""Point"", ""coordinates"": [2.373898858286664, 48.83738810099483]}";48.837388101,2.37389885829
7740;2020-699;4 rue darboy, 75011 paris;75011;2.3731863;48.86905;"{""type"": ""Point"", ""coordinates"": [2.373186386899657, 48.86904817801614]}";48.869048178,2.3731863869
7741;2018-280;villa des buttes chaumont, 75019 paris;75019;2.3879578;48.879276;"{""type"": ""Point"", ""coordinates"": [2.387957808536123, 48.8792743760751]}";48.8792743761,2.38795780854
7742;2019-383;17 rue vignon, 75008 paris;75008;2.326191;48.871326;"{""type"": ""Point"", ""coordinates"": [2.326190965993862, 48.87132790823902]}";48.8713279082,2.32619096599
7743;2020-729;15 rue dareau, 75014 paris;75014;2.338059;48.831326;"{""type"": ""Point"", ""coordinates"": [2.338058909893411, 48.831326886482415]}";48.8313268865,2.33805890989
7744;2018-284;252 rue du faubourg saint-honore, 75008 paris;75008;2.3010104;48.87695;"{""type"": ""Point"", ""coordinates"": [2.301010284653147, 48.876949847710875]}";48.8769498477,2.30101028465
7745;2016-506;12  place  denfert rochereau;75014;2.330634;48.83424;"{""type"": ""Point"", ""coordinates"": [2.330634000480518, 48.83423899970512]}";48.8342389997,2.33063400048
7746;2019-724;place de l'opera, 75009 paris;75009;2.3318746;48.87109;"{""type"": ""Point"", ""coordinates"": [2.331874565395843, 48.87108979466138]}";48.8710897947,2.3318745654
7747;2018-291;place de l'odeon, 75006 paris;75006;2.33901;48.84997;"{""type"": ""Point"", ""coordinates"": [2.339009991428072, 48.84997161806543]}";48.8499716181,2.33900999143
7748;2016-524;espace  sportif edouard pailleron;75019;2.377454;48.880768;"{""type"": ""Point"", ""coordinates"": [2.377453999457901, 48.880766999668616]}";48.8807669997,2.37745399946
7749;2019-725;29 avenue rapp, 75007 paris;75007;2.3008902;48.859127;"{""type"": ""Point"", ""coordinates"": [2.300890087935353, 48.859126806976974]}";48.859126807,2.30089008794
7750;2018-9;8 avenue dutuit, 75008 paris;75008;2.3163002;48.866127;"{""type"": ""Point"", ""coordinates"": [2.316300098666948, 48.86612842315178]}";48.8661284232,2.31630009867
7751;2016-532;29  rue  jean jacques rousseau;75001;2.341307;48.862995;"{""type"": ""Point"", ""coordinates"": [2.341306999871525, 48.86299699972573]}";48.8629969997,2.34130699987
7752;2019-1688;place de varsovie, 75116 paris;75116;2.290992;48.86033;"{""type"": ""Point"", ""coordinates"": [2.290991985859003, 48.86033042033894]}";48.8603304203,2.29099198586
7753;2018-17;2 boulevard de la villette, 75019 paris;75019;2.3769262;48.872486;"{""type"": ""Point"", ""coordinates"": [2.376926128040743, 48.872484799572455]}";48.8724847996,2.37692612804
7754;2016-539;quai  de la marne;75019;2.383679;48.89014;"{""type"": ""Point"", ""coordinates"": [2.383678999338172, 48.89014099993574]}";48.8901409999,2.38367899934
7755;2019-1707;36 rue de rungis, 75013 paris;75013;2.3426852;48.821587;"{""type"": ""Point"", ""coordinates"": [2.342685137881245, 48.821587800393786]}";48.8215878004,2.34268513788
7756;2018-18;37 avenue trudaine, 75009 paris;75009;2.3423555;48.880974;"{""type"": ""Point"", ""coordinates"": [2.342355549542792, 48.88097307863518]}";48.8809730786,2.34235554954
7757;2016-555;place  andre tardieu;75007;2.303246;48.852646;"{""type"": ""Point"", ""coordinates"": [2.303245999349314, 48.85264700007523]}";48.8526470001,2.30324599935
7758;2016-608;place  de l'institut de france;75006;2.33855;48.850037;"{""type"": ""Point"", ""coordinates"": [2.33854999961945, 48.850038000012916]}";48.850038,2.33854999962
7759;2018-158;rue saint-severin, 75005 paris;75005;2.3450844;48.85246;"{""type"": ""Point"", ""coordinates"": [2.345084513143957, 48.852458376612]}";48.8524583766,2.34508451314
7760;2016-575;82  rue  de l'hotel de ville;75004;2.354511;48.854954;"{""type"": ""Point"", ""coordinates"": [2.354511000474822, 48.85495200009998]}";48.8549520001,2.35451100047
7761;2016-615;parc  du champ de mars;75007;2.304772;48.854397;"{""type"": ""Point"", ""coordinates"": [2.304771999661774, 48.854394999734865]}";48.8543949997,2.30477199966
7762;2018-172;20 avenue rachel, 75018 paris;75018;2.331063;48.885387;"{""type"": ""Point"", ""coordinates"": [2.33106294819031, 48.88538876233613]}";48.8853887623,2.33106294819
7763;2016-597;10  square  de clignancourt;75018;2.34697;48.89301;"{""type"": ""Point"", ""coordinates"": [2.346969999372023, 48.89300900038768]}";48.8930090004,2.34696999937
7764;2016-654;8/10  rue  thomas mann;75013;2.380614;48.830227;"{""type"": ""Point"", ""coordinates"": [2.3806140001792633, 48.83022599967974]}";48.8302259997,2.38061400018
7765;2018-179;rue caulaincourt, 75018 paris;75018;2.334813;48.889297;"{""type"": ""Point"", ""coordinates"": [2.334813113508515, 48.889298295104176]}";48.8892982951,2.33481311351
7766;2016-2081;37/39  avenue  trudaine;75009;2.342071;48.880917;"{""type"": ""Point"", ""coordinates"": [2.342071000425074, 48.88091700039295]}";48.8809170004,2.34207100043
7767;2016-678;rue  lagarde;75005;2.347668;48.840572;"{""type"": ""Point"", ""coordinates"": [2.347667999526065, 48.840573999699366]}";48.8405739997,2.34766799953
7768;2018-400;route de longchamp au bout des lacs, 75016 paris;75016;2.2628288;48.868404;"{""type"": ""Point"", ""coordinates"": [2.262828852700631, 48.86840582135672]}";48.8684058214,2.2628288527
7769;2016-2089;boulevard  de bonne nouvelle;75010;2.350449;48.870426;"{""type"": ""Point"", ""coordinates"": [2.350448999917637, 48.87042800030325]}";48.8704280003,2.35044899992
7770;2016-700;75  rue  du faubourg saint antoine;75011;2.374503;48.851795;"{""type"": ""Point"", ""coordinates"": [2.374503000491555, 48.85179599965044]}";48.8517959997,2.37450300049
7771;2018-422;avenue puebla, 75019 paris;75019;2.379805;48.878155;"{""type"": ""Point"", ""coordinates"": [2.379805178604404, 48.878156234703475]}";48.8781562347,2.3798051786
7772;2016-2123;parc  du champ de mars;75007;2.304772;48.854397;"{""type"": ""Point"", ""coordinates"": [2.304771999661774, 48.854394999734865]}";48.8543949997,2.30477199966
7773;2016-2212;boulevard  saint martin;75003;2.358962;48.868412;"{""type"": ""Point"", ""coordinates"": [2.358962000130264, 48.868412999734446]}";48.8684129997,2.35896200013
7774;2018-429;2 rue turgot, 75009 paris;75009;2.3456388;48.879887;"{""type"": ""Point"", ""coordinates"": [2.345638651005026, 48.87988846874771]}";48.8798884687,2.34563865101
7775;2016-2132;rue  eugenie eboue;75012;2.386083;48.84565;"{""type"": ""Point"", ""coordinates"": [2.386083000034639, 48.84565099974199]}";48.8456509997,2.38608300003
7776;2016-2285;rue  jean quarre;75019;2.396256;48.87683;"{""type"": ""Point"", ""coordinates"": [2.396256000635373, 48.87682999960503]}";48.8768299996,2.39625600064
7777;2018-438;96 rue jean-pierre timbaud, 75011 paris;75011;2.3780015;48.86777;"{""type"": ""Point"", ""coordinates"": [2.3780014943241, 48.86776948931859]}";48.8677694893,2.37800149432
7778;2016-2142;80  rue  de charonne;75011;2.380827;48.853592;"{""type"": ""Point"", ""coordinates"": [2.38082699962313, 48.85359199955502]}";48.8535919996,2.38082699962
7779;2020-761;1 rue rene panhard, 75013 paris;75013;2.3593245;48.83872;"{""type"": ""Point"", ""coordinates"": [2.35932451253691, 48.83871730081765]}";48.8387173008,2.35932451254
7780;2018-487;boulevard de picpus, 75012 paris;75012;2.4009438;48.84584;"{""type"": ""Point"", ""coordinates"": [2.400943661677494, 48.84583981739462]}";48.8458398174,2.40094366168
7781;2016-2145;carrefour  avenue de villiers;75017;2.303829;48.88386;"{""type"": ""Point"", ""coordinates"": [2.303828999614081, 48.883862000287635]}";48.8838620003,2.30382899961
7782;2020-764;3 rue leo delibes, 75116 paris;75116;2.288853;48.866608;"{""type"": ""Point"", ""coordinates"": [2.288852952131085, 48.86660577115588]}";48.8666057712,2.28885295213
7783;2018-491;2 place des pyramides, 75001 paris;75001;2.332583;48.86386;"{""type"": ""Point"", ""coordinates"": [2.332582933993638, 48.86386278535927]}";48.8638627854,2.33258293399
7784;2016-2148;72  boulevard  auriol;75013;2.365601;48.83435;"{""type"": ""Point"", ""coordinates"": [2.365601000582143, 48.834348999663966]}";48.8343489997,2.36560100058
7785;2020-770;1 rue leo delibes, 75116 paris;75116;2.2891622;48.866493;"{""type"": ""Point"", ""coordinates"": [2.289162186326217, 48.866493489736975]}";48.8664934897,2.28916218633
7786;2018-494;1 rue du jour, 75001 paris;75001;2.343997;48.86342;"{""type"": ""Point"", ""coordinates"": [2.343996926222105, 48.86341875233376]}";48.8634187523,2.34399692622
7787;2016-2163;28  place  denfert rochereau;75014;2.331199;48.833797;"{""type"": ""Point"", ""coordinates"": [2.3311989998791702, 48.83379800034576]}";48.8337980003,2.33119899988
7788;2020-814;5 rue de la paix, 75002 paris;75002;2.3305733;48.86881;"{""type"": ""Point"", ""coordinates"": [2.330573235926169, 48.86881060505027]}";48.8688106051,2.33057323593
7789;2018-709;rue georges ville, 75116 paris;75116;2.2886682;48.87018;"{""type"": ""Point"", ""coordinates"": [2.288668197755707, 48.87017967976804]}";48.8701796798,2.28866819776
7790;2016-2185;5  rue  de dunkerque;75010;2.358142;48.8793;"{""type"": ""Point"", ""coordinates"": [2.358142000345996, 48.879301000385226]}";48.8793010004,2.35814200035
7791;2020-823;place henri queuille, 75015 paris;75015;2.3111236;48.845184;"{""type"": ""Point"", ""coordinates"": [2.3111236017620618, 48.84518561293843]}";48.8451856129,2.31112360176
7792;2018-526;6 rue de montpensier, 75001 paris;75001;2.3364892;48.864082;"{""type"": ""Point"", ""coordinates"": [2.336489127447806, 48.86408228967419]}";48.8640822897,2.33648912745
7793;2020-698;28 rue chanzy, 75011 paris;75011;2.3853426;48.852676;"{""type"": ""Point"", ""coordinates"": [2.385342540516172, 48.85267506777384]}";48.8526750678,2.38534254052
7794;2018-1096;35 boulevard de courcelles, 75008 paris;75008;2.311239;48.880516;"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}";48.8805165154,2.31123908968
7795;2018-623;avenue ingres, 75016 paris;75016;2.2668335;48.857082;"{""type"": ""Point"", ""coordinates"": [2.266833572423124, 48.857083126697134]}";48.8570831267,2.26683357242
7796;2020-745;100 rue du cherche-midi, 75006 paris;75006;2.321956;48.847218;"{""type"": ""Point"", ""coordinates"": [2.321955812345821, 48.84721622785038]}";48.8472162279,2.32195581235
7797;2018-1107;36 quai des orfevres, 75001 paris;75001;2.3434384;48.855255;"{""type"": ""Point"", ""coordinates"": [2.343438497418155, 48.85525622232327]}";48.8552562223,2.34343849742
7798;2018-624;12 rue du docteur blanche, 75016 paris;75016;2.2655823;48.85489;"{""type"": ""Point"", ""coordinates"": [2.265582351193151, 48.8548881467525]}";48.8548881468,2.26558235119
7799;2019-723;224 rue de rivoli, 75001 paris;75001;2.328603;48.86503;"{""type"": ""Point"", ""coordinates"": [2.328603128522305, 48.86502733027361]}";48.8650273303,2.32860312852
7800;2018-1108;17 place dauphine, 75001 paris;75001;2.3421535;48.85645;"{""type"": ""Point"", ""coordinates"": [2.34215347433544, 48.856448100659385]}";48.8564481007,2.34215347434
7801;2018-629;72 rue de dunkerque, 75009 paris;75009;2.3460877;48.88227;"{""type"": ""Point"", ""coordinates"": [2.346087705583742, 48.88227218218317]}";48.8822721822,2.34608770558
7802;2018-1071;quai de la gironde, 75019 paris;75019;2.383672;48.896175;"{""type"": ""Point"", ""coordinates"": [2.383672070477674, 48.8961770083618]}";48.8961770084,2.38367207048
7803;2016-735;8  rue  andre antoine;75018;2.337636;48.883102;"{""type"": ""Point"", ""coordinates"": [2.337636000641516, 48.88310299979833]}";48.8831029998,2.33763600064
7804;2018-647;place saint-gervais, 75004 paris;75004;2.354165;48.855824;"{""type"": ""Point"", ""coordinates"": [2.354165115914434, 48.85582175149272]}";48.8558217515,2.35416511591
7805;2016-676;rue  de la goutte d'or;75018;2.352684;48.88508;"{""type"": ""Point"", ""coordinates"": [2.352683999711615, 48.88507999985722]}";48.8850799999,2.35268399971
7806;2016-739;passerelle*  rue caulaincourt;75018;2.335958;48.889416;"{""type"": ""Point"", ""coordinates"": [2.335957999344124, 48.889414999750244]}";48.8894149998,2.33595799934
7807;2018-650;3 place des victoires, 75001 paris;75001;2.3411775;48.86539;"{""type"": ""Point"", ""coordinates"": [2.34117747528596, 48.86538956890815]}";48.8653895689,2.34117747529
7808;2016-683;6  avenue  de la porte de clichy/gare routiere;75017;2.312146;48.894848;"{""type"": ""Point"", ""coordinates"": [2.312146000279006, 48.894846999636115]}";48.8948469996,2.31214600028
7809;2016-754;6  rue  condorcet;75009;2.348466;48.879578;"{""type"": ""Point"", ""coordinates"": [2.348466000108974, 48.87957699981746]}";48.8795769998,2.34846600011
7810;2018-652;92 boulevard suchet, 75016 paris;75016;2.2612057;48.85251;"{""type"": ""Point"", ""coordinates"": [2.261205585334273, 48.852508443832576]}";48.8525084438,2.26120558533
7811;2016-688;36/38  rue  pierre semard;75009;2.348649;48.879272;"{""type"": ""Point"", ""coordinates"": [2.34864900043701, 48.87927300034068]}";48.8792730003,2.34864900044
7812;2018-657;chemin de la croix catelan, 75016 paris;75016;2.2549942;48.864826;"{""type"": ""Point"", ""coordinates"": [2.254994168477289, 48.86482616382987]}";48.8648261638,2.25499416848
7813;2016-2191;parc  andre citroen;75015;2.279404;48.847305;"{""type"": ""Point"", ""coordinates"": [2.279404000625056, 48.84730400038186]}";48.8473040004,2.27940400063
