key_lieu;id_lieu;adresse_lieu;ardt_lieu;coord_x;coord_y;geo_shape;geo_point_2d
1302;2016-1720;234  rue  du faubourg saint martin;75010;2.365561;48.88128;"{""type"": ""Point"", ""coordinates"": [2.365560999501897, 48.8812779996193]}";48.8812779996,2.3655609995
1303;2019-452;place adolphe max, 75009 paris;75009;2.329828;48.882862;"{""type"": ""Point"", ""coordinates"": [2.329828038210473, 48.882863352296866]}";48.8828633523,2.32982803821
1304;2016-1727;4  boulevard  du palais;75001;2.345992;48.855732;"{""type"": ""Point"", ""coordinates"": [2.345992000062119, 48.85573200023884]}";48.8557320002,2.34599200006
1305;2019-1352;rue des envierges, 75020 paris;75020;2.387275;48.87216;"{""type"": ""Point"", ""coordinates"": [2.387275069369569, 48.87216166071306]}";48.8721616607,2.38727506937
1306;2016-1772;42/44  rue  sibuet;75012;2.402442;48.84432;"{""type"": ""Point"", ""coordinates"": [2.40244200025538, 48.84431799990881]}";48.8443179999,2.40244200026
1307;2018-1427;place de valois, 75001 paris;75001;2.3383284;48.863422;"{""type"": ""Point"", ""coordinates"": [2.338328250806524, 48.86342307002896]}";48.86342307,2.33832825081
1308;2016-1781;rue  des barres;75004;2.355315;48.855335;"{""type"": ""Point"", ""coordinates"": [2.355315000648897, 48.85533500042825]}";48.8553350004,2.35531500065
1309;2018-1465;75 rue de rivoli, 75001 paris;75001;2.3435807;48.8599;"{""type"": ""Point"", ""coordinates"": [2.343580660074429, 48.85989952504748]}";48.859899525,2.34358066007
1310;2020-397;port des champs elysees, 75008 paris;75008;2.3136091;48.864216;"{""type"": ""Point"", ""coordinates"": [2.313609095515388, 48.86421592695675]}";48.864215927,2.31360909552
1311;2019-1096;16 rue alfred de vigny, 75008 paris;75008;2.3051877;48.879368;"{""type"": ""Point"", ""coordinates"": [2.305187806410797, 48.87936618212866]}";48.8793661821,2.30518780641
1312;2020-433;parc des buttes chaumont, 75019 paris;75019;2.3884408;48.87975;"{""type"": ""Point"", ""coordinates"": [2.38844084489223, 48.87974847982172]}";48.8797484798,2.38844084489
1313;2019-1392;6 rue pierre fontaine, 75009 paris;75009;2.3349247;48.88077;"{""type"": ""Point"", ""coordinates"": [2.33492476800869, 48.88077351300363]}";48.880773513,2.33492476801
1314;2018-1305;rue jean dolent, 75014 paris;75014;2.337968;48.833797;"{""type"": ""Point"", ""coordinates"": [2.337968219604141, 48.8337965004432]}";48.8337965004,2.3379682196
1315;2019-1394;18 rue brochant, 75017 paris;75017;2.3182204;48.888966;"{""type"": ""Point"", ""coordinates"": [2.318220381548004, 48.8889666107604]}";48.8889666108,2.31822038155
1316;2018-1323;39 rue compans, 75019 paris;75019;2.3932316;48.87796;"{""type"": ""Point"", ""coordinates"": [2.3932316551203012, 48.87796132893556]}";48.8779613289,2.39323165512
1317;2018-764;6 passage de la fonderie, 75011 paris;75011;2.375784;48.86648;"{""type"": ""Point"", ""coordinates"": [2.375783992168366, 48.86648224840642]}";48.8664822484,2.37578399217
1318;2019-281;promenade rene capitant, 75005 paris;75005;2.3467221;48.853207;"{""type"": ""Point"", ""coordinates"": [2.346722239222338, 48.853206778971185]}";48.853206779,2.34672223922
1319;2018-770;9 rue greneta, 75003 paris;75003;2.3525712;48.865295;"{""type"": ""Point"", ""coordinates"": [2.352571269270644, 48.86529448702803]}";48.865294487,2.35257126927
1320;2016-213;12  place  du pantheon;75005;2.344876;48.8468;"{""type"": ""Point"", ""coordinates"": [2.344875999397029, 48.846801999659604]}";48.8468019997,2.3448759994
1321;2018-772;avenue du ranelagh, 75016 paris;75016;2.27032;48.858364;"{""type"": ""Point"", ""coordinates"": [2.270320000023079, 48.85836397954626]}";48.8583639795,2.27032000002
1322;2016-219;avenue  foch (metro porte dauphine);75016;2.277311;48.870907;"{""type"": ""Point"", ""coordinates"": [2.277311000319577, 48.87090499973204]}";48.8709049997,2.27731100032
1323;2018-1487;23 rue simart, 75018 paris;75018;2.3476903;48.89092;"{""type"": ""Point"", ""coordinates"": [2.347690368205389, 48.890917541433026]}";48.8909175414,2.34769036821
1324;2016-224;8  rue  de la baume;75008;2.311821;48.874462;"{""type"": ""Point"", ""coordinates"": [2.311820999688865, 48.87446399982769]}";48.8744639998,2.31182099969
1325;2018-1563;3 rue bachaumont, 75002 paris;75002;2.346532;48.865852;"{""type"": ""Point"", ""coordinates"": [2.346532092798297, 48.865850888958455]}";48.865850889,2.3465320928
1326;2016-1810;15  boulevard  davout;75020;2.411032;48.848415;"{""type"": ""Point"", ""coordinates"": [2.411031999550834, 48.84841499994782]}";48.8484149999,2.41103199955
1327;2019-157;7 avenue franklin d. roosevelt, 75008 paris;75008;2.3100052;48.865746;"{""type"": ""Point"", ""coordinates"": [2.310005143034865, 48.86574404311255]}";48.8657440431,2.31000514303
1328;2016-1824;rue  de rivoli;75001;2.338081;48.861862;"{""type"": ""Point"", ""coordinates"": [2.338080999447198, 48.86186300028196]}";48.8618630003,2.33808099945
1329;2016-1877;54  avenue  de vervailles;75016;2.274253;48.848198;"{""type"": ""Point"", ""coordinates"": [2.274253000039319, 48.8481990002051]}";48.8481990002,2.27425300004
1330;2020-477;rue beaurepaire, 75010 paris;75010;2.3636029;48.870132;"{""type"": ""Point"", ""coordinates"": [2.363602835797361, 48.87013337326052]}";48.8701333733,2.3636028358
1331;2020-503;2 rue gazan, 75014 paris;75014;2.3399346;48.82419;"{""type"": ""Point"", ""coordinates"": [2.339934469034646, 48.824186559939186]}";48.8241865599,2.33993446903
1332;2020-504;9 avenue de la porte des lilas, 75019 paris;75019;2.4077153;48.877716;"{""type"": ""Point"", ""coordinates"": [2.407715372188381, 48.87771648126985]}";48.8777164813,2.40771537219
1333;2020-510;19 rue lesage, 75020 paris;75020;2.3819559;48.872387;"{""type"": ""Point"", ""coordinates"": [2.381955879322419, 48.87238854755317]}";48.8723885476,2.38195587932
1334;2020-513;82 rue des rigoles, 75020 paris;75020;2.390159;48.873726;"{""type"": ""Point"", ""coordinates"": [2.390158793526145, 48.873727712280704]}";48.8737277123,2.39015879353
1335;2019-285;pont louis-philippe, 75004 paris;75004;2.3546793;48.85411;"{""type"": ""Point"", ""coordinates"": [2.354679386870978, 48.854112456125364]}";48.8541124561,2.35467938687
1336;2018-1354;14 quai de la seine, 75019 paris;75019;2.371499;48.885082;"{""type"": ""Point"", ""coordinates"": [2.371499161092738, 48.885080476881285]}";48.8850804769,2.37149916109
1337;2019-305;84 rue championnet, 75018 paris;75018;2.3432019;48.89587;"{""type"": ""Point"", ""coordinates"": [2.343201935825067, 48.89586915313273]}";48.8958691531,2.34320193583
1338;2018-1359;200 rue du faubourg saint-denis, 75010 paris;75010;2.3584807;48.8817;"{""type"": ""Point"", ""coordinates"": [2.358480592599792, 48.88169779975177]}";48.8816977998,2.3584805926
1339;2019-321;rue de harlay, 75001 paris;75001;2.3431814;48.85658;"{""type"": ""Point"", ""coordinates"": [2.34318145906394, 48.85657817302001]}";48.856578173,2.34318145906
1340;2018-1362;4 rue dulac, 75015 paris;75015;2.3152125;48.843533;"{""type"": ""Point"", ""coordinates"": [2.315212506088781, 48.84353302289899]}";48.8435330229,2.31521250609
1341;2016-299;rue  mazarine;75006;2.337826;48.854893;"{""type"": ""Point"", ""coordinates"": [2.337825999924277, 48.85489300010208]}";48.8548930001,2.33782599992
1342;2019-690;32 rue louis le grand, 75002 paris;75002;2.334345;48.87064;"{""type"": ""Point"", ""coordinates"": [2.334345131004881, 48.87063877986816]}";48.8706387799,2.334345131
1343;2016-301;rue  martignac;75007;2.31843;48.857998;"{""type"": ""Point"", ""coordinates"": [2.318430000076006, 48.85799799966975]}";48.8579979997,2.31843000008
1344;2019-698;2 rue du commandant schloesing, 75116 paris;75116;2.2849889;48.861893;"{""type"": ""Point"", ""coordinates"": [2.284988779195575, 48.861891991575924]}";48.8618919916,2.2849887792
1345;2016-303;10  rue  fromentin;75009;2.334763;48.882595;"{""type"": ""Point"", ""coordinates"": [2.334762999936392, 48.88259599990418]}";48.8825959999,2.33476299994
1346;2019-712;79 rue de l'ouest, 75014 paris;75014;2.3179998;48.835335;"{""type"": ""Point"", ""coordinates"": [2.317999901726401, 48.835335860761056]}";48.8353358608,2.31799990173
1347;2016-352;rue  nicolas appert;75011;2.370385;48.858913;"{""type"": ""Point"", ""coordinates"": [2.370384999873611, 48.858913000255875]}";48.8589130003,2.37038499987
1348;2019-1283;allee des orgues de flandre, 75019 paris;75019;2.3735156;48.88929;"{""type"": ""Point"", ""coordinates"": [2.373515508305824, 48.889289800596636]}";48.8892898006,2.37351550831
1349;2016-367;168  avenue  d'italie;75013;2.358528;48.821194;"{""type"": ""Point"", ""coordinates"": [2.358527999425304, 48.82119400009375]}";48.8211940001,2.35852799943
1350;2019-1284;15 quai de l'oise, 75019 paris;75019;2.3832269;48.890667;"{""type"": ""Point"", ""coordinates"": [2.383226816288945, 48.890666921921735]}";48.8906669219,2.38322681629
1351;2016-401;place  du trocadero et du 11 novembre;75016;2.287377;48.86258;"{""type"": ""Point"", ""coordinates"": [2.28737700058978, 48.86257800014796]}";48.8625780001,2.28737700059
1352;2018-1389;81 boulevard raspail, 75006 paris;75006;2.3279245;48.848503;"{""type"": ""Point"", ""coordinates"": [2.327924599718598, 48.84850412776711]}";48.8485041278,2.32792459972
1353;2016-1914;70  avenue  de breteuil;75007;2.311245;48.84825;"{""type"": ""Point"", ""coordinates"": [2.311244999641706, 48.848250999612496]}";48.8482509996,2.31124499964
1354;2019-174;1 rue des longues raies, 75013 paris;75013;2.3502839;48.821163;"{""type"": ""Point"", ""coordinates"": [2.35028375639332, 48.82116194768404]}";48.8211619477,2.35028375639
1355;2018-1406;rue vivienne, 75002 paris;75002;2.3403358;48.86935;"{""type"": ""Point"", ""coordinates"": [2.340335790625711, 48.86935106472445]}";48.8693510647,2.34033579063
1356;2016-1949;10  rue  dieu;75010;2.364755;48.87035;"{""type"": ""Point"", ""coordinates"": [2.364755000112788, 48.87034899999537]}";48.870349,2.36475500011
1357;2019-514;73 rue de courcelles, 75008 paris;75008;2.3040879;48.87851;"{""type"": ""Point"", ""coordinates"": [2.3040878737961368, 48.87850778772657]}";48.8785077877,2.3040878738
1358;2019-425;108 rue saint-lazare, 75008 paris;75008;2.3253665;48.87556;"{""type"": ""Point"", ""coordinates"": [2.325366542009892, 48.87556230377948]}";48.8755623038,2.32536654201
1359;2020-535;16 avenue du president kennedy, 75016 paris;75016;2.2866476;48.857098;"{""type"": ""Point"", ""coordinates"": [2.28664754289996, 48.857096365703356]}";48.8570963657,2.2866475429
1360;2018-793;1 square lagarde, 75005 paris;75005;2.3478088;48.840633;"{""type"": ""Point"", ""coordinates"": [2.347808765473971, 48.840633833907006]}";48.8406338339,2.34780876547
1361;2019-449;2 rue du general blaise, 75011 paris;75011;2.3790724;48.861084;"{""type"": ""Point"", ""coordinates"": [2.379072517053181, 48.86108519335692]}";48.8610851934,2.37907251705
1362;2020-537;port des invalides, 75007 paris;75007;2.3134806;48.86316;"{""type"": ""Point"", ""coordinates"": [2.313480651338884, 48.8631594982296]}";48.8631594982,2.31348065134
1363;2018-795;place du general koenig, 75017 paris;75017;2.284394;48.881123;"{""type"": ""Point"", ""coordinates"": [2.284394037379348, 48.881123795991066]}";48.881123796,2.28439403738
1364;2019-1435;avenue emile deschanel, 75007 paris;75007;2.3008747;48.85636;"{""type"": ""Point"", ""coordinates"": [2.300874604527863, 48.85636293495619]}";48.856362935,2.30087460453
1365;2020-561;145 rue du faubourg saint-martin, 75010 paris;75010;2.3607051;48.87671;"{""type"": ""Point"", ""coordinates"": [2.360705229078122, 48.87670935972769]}";48.8767093597,2.36070522908
1366;2018-799;63 avenue parmentier, 75011 paris;75011;2.37549;48.86373;"{""type"": ""Point"", ""coordinates"": [2.375489849597857, 48.86373112828044]}";48.8637311283,2.3754898496
1367;2018-1434;195 rue du faubourg poissonniere, 75009 paris;75009;2.3495052;48.88329;"{""type"": ""Point"", ""coordinates"": [2.349505115676838, 48.88328843467793]}";48.8832884347,2.34950511568
1368;2020-578;107 rue de tolbiac, 75013 paris;75013;2.364375;48.82657;"{""type"": ""Point"", ""coordinates"": [2.364375022770043, 48.82656958961603]}";48.8265695896,2.36437502277
1369;2018-820;10 rue des frigos, 75013 paris;75013;2.3801281;48.830807;"{""type"": ""Point"", ""coordinates"": [2.380128177809305, 48.830805522338956]}";48.8308055223,2.38012817781
1370;2018-1440;26 rue mathis, 75019 paris;75019;2.374166;48.891106;"{""type"": ""Point"", ""coordinates"": [2.374166055169427, 48.89110457145292]}";48.8911045715,2.37416605517
1371;2019-359;16 rue affre, 75018 paris;75018;2.3557832;48.88606;"{""type"": ""Point"", ""coordinates"": [2.355783105882622, 48.88605935838088]}";48.8860593584,2.35578310588
1372;2018-831;16 rue robert de flers, 75015 paris;75015;2.2841988;48.849724;"{""type"": ""Point"", ""coordinates"": [2.284198752099386, 48.849724038733456]}";48.8497240387,2.2841987521
1373;2018-1443;69 boulevard de picpus, 75012 paris;75012;2.3995068;48.84673;"{""type"": ""Point"", ""coordinates"": [2.399506885474549, 48.84672839019918]}";48.8467283902,2.39950688547
1374;2019-1676;rue bernard palissy, 75006 paris;75006;2.3316092;48.85315;"{""type"": ""Point"", ""coordinates"": [2.331609269615613, 48.85315102068378]}";48.8531510207,2.33160926962
1375;2018-1522;51 rue molitor, 75016 paris;75016;2.2581475;48.845238;"{""type"": ""Point"", ""coordinates"": [2.258147587811679, 48.84523855757465]}";48.8452385576,2.25814758781
1376;2018-1444;1 rue des envierges, 75020 paris;75020;2.3858638;48.871597;"{""type"": ""Point"", ""coordinates"": [2.38586369527416, 48.87159825159236]}";48.8715982516,2.38586369527
1377;2018-1025;11 rue boulard, 75014 paris;75014;2.3294532;48.834373;"{""type"": ""Point"", ""coordinates"": [2.329453242465306, 48.834374660205064]}";48.8343746602,2.32945324247
1378;2018-1533;37 cours de vincennes, 75020 paris;75020;2.4026568;48.848175;"{""type"": ""Point"", ""coordinates"": [2.402656734093494, 48.84817481496111]}";48.848174815,2.40265673409
1379;2018-1469;3 rue de lobau, 75004 paris;75004;2.3529103;48.856014;"{""type"": ""Point"", ""coordinates"": [2.352910272217192, 48.85601585139161]}";48.8560158514,2.35291027222
1380;2018-1040;18 boulevard de l'hopital, 75005 paris;75005;2.362834;48.841805;"{""type"": ""Point"", ""coordinates"": [2.362834082320797, 48.841804323550924]}";48.8418043236,2.36283408232
1381;2019-465;59 avenue de segur, 75007 paris;75007;2.3076522;48.849033;"{""type"": ""Point"", ""coordinates"": [2.30765214685669, 48.84903475045076]}";48.8490347505,2.30765214686
1382;2019-1101;59 rue claude decaen, 75012 paris;75012;2.398001;48.836933;"{""type"": ""Point"", ""coordinates"": [2.398000838590899, 48.836932693115415]}";48.8369326931,2.39800083859
1383;2018-1049;24 boulevard de bonne nouvelle, 75010 paris;75010;2.350461;48.870426;"{""type"": ""Point"", ""coordinates"": [2.350460895785567, 48.870425176177754]}";48.8704251762,2.35046089579
1384;2019-1466;passage rochebrune, 75011 paris;75011;2.379807;48.861977;"{""type"": ""Point"", ""coordinates"": [2.379806886496061, 48.86197586315099]}";48.8619758632,2.3798068865
1385;2019-1107;48 rue d'orsel, 75018 paris;75018;2.3421202;48.88356;"{""type"": ""Point"", ""coordinates"": [2.342120260645018, 48.88356186886989]}";48.8835618689,2.34212026065
1386;2016-409;33  rue  saint ambroise;75011;2.378447;48.862736;"{""type"": ""Point"", ""coordinates"": [2.378446999459181, 48.862735999844794]}";48.8627359998,2.37844699946
1387;2018-846;93 quai d'orsay, 75007 paris;75007;2.3024;48.86217;"{""type"": ""Point"", ""coordinates"": [2.302400076189422, 48.86217176177437]}";48.8621717618,2.30240007619
1388;2019-1123;39 rue des vinaigriers, 75010 paris;75010;2.36164;48.87311;"{""type"": ""Point"", ""coordinates"": [2.361639926379115, 48.87311010813785]}";48.8731101081,2.36163992638
1389;2016-419;rue  petit;75019;2.385804;48.88537;"{""type"": ""Point"", ""coordinates"": [2.385803999733878, 48.885369000090975]}";48.8853690001,2.38580399973
1390;2018-866;2 quai de l'archeveche, 75004 paris;75004;2.3517811;48.852257;"{""type"": ""Point"", ""coordinates"": [2.351781138878978, 48.852255902711576]}";48.8522559027,2.35178113888
1391;2019-1374;24 rue daguerre, 75014 paris;75014;2.3293097;48.83413;"{""type"": ""Point"", ""coordinates"": [2.329309662807292, 48.834128047993296]}";48.834128048,2.32930966281
1392;2016-424;23  rue  du docteur potain;75019;2.397805;48.87712;"{""type"": ""Point"", ""coordinates"": [2.397805000517213, 48.87712200006288]}";48.8771220001,2.39780500052
1393;2018-1270;rue robineau, 75020 paris;75020;2.3933675;48.86473;"{""type"": ""Point"", ""coordinates"": [2.39336744288864, 48.864732531592274]}";48.8647325316,2.39336744289
1394;2018-746;18 boulevard voltaire, 75011 paris;75011;2.3672352;48.865284;"{""type"": ""Point"", ""coordinates"": [2.36723525056895, 48.86528292577059]}";48.8652829258,2.36723525057
1395;2016-487;place  louis armand;75012;2.374032;48.84554;"{""type"": ""Point"", ""coordinates"": [2.374032000647302, 48.84553899958467]}";48.8455389996,2.37403200065
1396;2018-1277;9 rue de la liberte, 75019 paris;75019;2.3925514;48.880657;"{""type"": ""Point"", ""coordinates"": [2.392551498055369, 48.88065794422284]}";48.8806579442,2.39255149806
1397;2018-1470;31 rue piat, 75020 paris;75020;2.3849077;48.871883;"{""type"": ""Point"", ""coordinates"": [2.384907687578372, 48.87188404411276]}";48.8718840441,2.38490768758
1398;2016-1987;123  rue  de reuilly;75012;2.394875;48.840607;"{""type"": ""Point"", ""coordinates"": [2.394874999434256, 48.84060799991458]}";48.8406079999,2.39487499943
1399;2018-1286;1 place charles dullin, 75018 paris;75018;2.3424735;48.88338;"{""type"": ""Point"", ""coordinates"": [2.342473476086469, 48.883379968131905]}";48.8833799681,2.34247347609
1400;2018-1568;259 avenue gambetta, 75020 paris;75020;2.4062247;48.87671;"{""type"": ""Point"", ""coordinates"": [2.406224687035411, 48.87670918617277]}";48.8767091862,2.40622468704
1401;2020-608;rue de mogador, 75009 paris;75009;2.3313758;48.874626;"{""type"": ""Point"", ""coordinates"": [2.331375746514564, 48.87462724298537]}";48.874627243,2.33137574651
1402;2019-254;place dauphine, 75001 paris;75001;2.3418794;48.856827;"{""type"": ""Point"", ""coordinates"": [2.341879321027443, 48.85682577800554]}";48.856825778,2.34187932103
1403;2019-165;rue de l'ourcq, 75019 paris;75019;2.382124;48.890728;"{""type"": ""Point"", ""coordinates"": [2.382123838268563, 48.89072810914764]}";48.8907281091,2.38212383827
1404;2020-620;32 rue de thionville, 75019 paris;75019;2.3849578;48.88989;"{""type"": ""Point"", ""coordinates"": [2.384957741644658, 48.88988923410834]}";48.8898892341,2.38495774164
1405;2019-534;2 boulevard de courcelles, 75017 paris;75017;2.315046;48.88132;"{""type"": ""Point"", ""coordinates"": [2.315046113426942, 48.88132227155263]}";48.8813222716,2.31504611343
1406;2020-622;place jacques rueff, 75007 paris;75007;2.297606;48.8557;"{""type"": ""Point"", ""coordinates"": [2.297605998664475, 48.8557032352894]}";48.8557032353,2.29760599866
1407;2019-1516;18 rue des fosses saint-jacques, 75005 paris;75005;2.3443272;48.845436;"{""type"": ""Point"", ""coordinates"": [2.3443273193650542, 48.845435369295956]}";48.8454353693,2.34432731937
1408;2020-630;11 rue affre, 75018 paris;75018;2.3555508;48.8861;"{""type"": ""Point"", ""coordinates"": [2.355550819925746, 48.886100664497626]}";48.8861006645,2.35555081993
1409;2019-1526;5 rue de la paix, 75002 paris;75002;2.3305733;48.86881;"{""type"": ""Point"", ""coordinates"": [2.330573235926169, 48.86881060505027]}";48.8688106051,2.33057323593
1410;2020-632;15 rue stephenson, 75018 paris;75018;2.356435;48.886158;"{""type"": ""Point"", ""coordinates"": [2.356435068007106, 48.886158372960644]}";48.886158373,2.35643506801
1411;2018-914;place du louvre, 75001 paris;75001;2.340894;48.859974;"{""type"": ""Point"", ""coordinates"": [2.34089395891472, 48.85997278596215]}";48.859972786,2.34089395891
1412;2020-636;77 rue saint-denis, 75001 paris;75001;2.3490598;48.861748;"{""type"": ""Point"", ""coordinates"": [2.34905978901516, 48.86174760299808]}";48.861747603,2.34905978902
1413;2019-218;rue delambre, 75014 paris;75014;2.3272207;48.841587;"{""type"": ""Point"", ""coordinates"": [2.327220732561345, 48.84158564508723]}";48.8415856451,2.32722073256
1414;2019-171;76 quai de jemmapes, 75010 paris;75010;2.3653424;48.871914;"{""type"": ""Point"", ""coordinates"": [2.365342392014432, 48.87191303783191]}";48.8719130378,2.36534239201
1415;2018-1057;pont des invalides, 75007 paris;75007;2.3103862;48.86363;"{""type"": ""Point"", ""coordinates"": [2.310386300802888, 48.86362687990131]}";48.8636268799,2.3103863008
1416;2019-219;17 rue philippe de girard, 75010 paris;75010;2.3614352;48.88235;"{""type"": ""Point"", ""coordinates"": [2.361435072157541, 48.8823520376578]}";48.8823520377,2.36143507216
1417;2019-177;21 rue gracieuse, 75005 paris;75005;2.3513346;48.84292;"{""type"": ""Point"", ""coordinates"": [2.351334562010828, 48.84291931007945]}";48.8429193101,2.35133456201
1418;2019-87;quai des orfevres, 75001 paris;75001;2.3432631;48.855106;"{""type"": ""Point"", ""coordinates"": [2.343263041937734, 48.85510452788805]}";48.8551045279,2.34326304194
1419;2019-554;67 rue de lille, 75007 paris;75007;2.3258293;48.85961;"{""type"": ""Point"", ""coordinates"": [2.325829334650255, 48.859611407333475]}";48.8596114073,2.32582933465
1420;2019-508;9 rue de l'arsenal, 75004 paris;75004;2.36642;48.851124;"{""type"": ""Point"", ""coordinates"": [2.366420131138428, 48.85112518753953]}";48.8511251875,2.36642013114
1421;2019-108;7 avenue de la porte des lilas, 75019 paris;75019;2.4075453;48.877655;"{""type"": ""Point"", ""coordinates"": [2.407545364999348, 48.87765614042088]}";48.8776561404,2.407545365
1422;2019-557;place jussieu, 75005 paris;75005;2.355222;48.846123;"{""type"": ""Point"", ""coordinates"": [2.355221997015102, 48.84612433226643]}";48.8461243323,2.35522199702
1423;2019-509;10 rue montcalm, 75018 paris;75018;2.3360033;48.892082;"{""type"": ""Point"", ""coordinates"": [2.336003321678632, 48.89208407589083]}";48.8920840759,2.33600332168
1424;2019-119;39 rue de richelieu, 75001 paris;75001;2.3366768;48.86571;"{""type"": ""Point"", ""coordinates"": [2.33667692128828, 48.86571096688595]}";48.8657109669,2.33667692129
1425;2019-574;40 rue de l'ourcq, 75019 paris;75019;2.380991;48.89147;"{""type"": ""Point"", ""coordinates"": [2.380990939996527, 48.891472615061]}";48.8914726151,2.38099094
1426;2018-832;10 rue de l'evangile, 75018 paris;75018;2.361792;48.891933;"{""type"": ""Point"", ""coordinates"": [2.361792034763876, 48.89193447256477]}";48.8919344726,2.36179203476
1427;2019-381;route de la porte dauphine a la porte des sablons, 75116 paris;75116;2.2720764;48.873558;"{""type"": ""Point"", ""coordinates"": [2.272076277594363, 48.873558445489216]}";48.8735584455,2.27207627759
1428;2019-579;avenue rapp, 75007 paris;75007;2.3008592;48.85988;"{""type"": ""Point"", ""coordinates"": [2.30085924639927, 48.85987819877956]}";48.8598781988,2.3008592464
1429;2018-1526;84 rue championnet, 75018 paris;75018;2.3432019;48.89587;"{""type"": ""Point"", ""coordinates"": [2.343201935825067, 48.89586915313273]}";48.8958691531,2.34320193583
1430;2016-537;quai  conti;75006;2.338244;48.856968;"{""type"": ""Point"", ""coordinates"": [2.338244000498104, 48.856967000126325]}";48.8569670001,2.3382440005
1431;2019-583;8 rue saint-roch, 75001 paris;75001;2.3316617;48.864326;"{""type"": ""Point"", ""coordinates"": [2.331661791602547, 48.86432480168713]}";48.8643248017,2.3316617916
1432;2018-1542;23 rue hermel, 75018 paris;75018;2.3442762;48.891235;"{""type"": ""Point"", ""coordinates"": [2.344276235214876, 48.89123498950522]}";48.8912349895,2.34427623521
1433;2016-593;64  rue  monceau;75008;2.313015;48.87874;"{""type"": ""Point"", ""coordinates"": [2.313015000548198, 48.87873799986372]}";48.8787379999,2.31301500055
1434;2019-1575;142 rue saint-maur, 75011 paris;75011;2.3748534;48.86863;"{""type"": ""Point"", ""coordinates"": [2.374853330090682, 48.86863038441531]}";48.8686303844,2.37485333009
1435;2018-1547;avenue de la porte de la villette, 75019 paris;75019;2.3876612;48.89959;"{""type"": ""Point"", ""coordinates"": [2.387661261196787, 48.899589118985816]}";48.899589119,2.3876612612
1436;2016-2167;208  rue  du fbg saint honore/con. c.st saens;75008;2.304697;48.875317;"{""type"": ""Point"", ""coordinates"": [2.304697000214905, 48.87531499983353]}";48.8753149998,2.30469700021
1437;2017-85;impasse bonne nouvelle, 75010 paris;75010;2.3505948;48.87039;"{""type"": ""Point"", ""coordinates"": [2.350594763549537, 48.87039188950898]}";48.8703918895,2.35059476355
1438;2018-1558;14 rue du professeur florian delbarre, 75015 paris;75015;2.271599;48.83928;"{""type"": ""Point"", ""coordinates"": [2.271599073298523, 48.839279484669774]}";48.8392794847,2.2715990733
1439;2016-2170;5  rue  de belleville;75019;2.377741;48.87246;"{""type"": ""Point"", ""coordinates"": [2.377740999521665, 48.87245799965602]}";48.8724579997,2.37774099952
1440;2017-86;164 avenue jean jaures, 75019 paris;75019;2.3882992;48.88736;"{""type"": ""Point"", ""coordinates"": [2.388299135371663, 48.88736137740759]}";48.8873613774,2.38829913537
1441;2019-468;15 rue de berri, 75008 paris;75008;2.3042696;48.872574;"{""type"": ""Point"", ""coordinates"": [2.3042694784415643, 48.87257464445258]}";48.8725746445,2.30426947844
1442;2020-689;6 rue lucien gaulard, 75018 paris;75018;2.3389947;48.88939;"{""type"": ""Point"", ""coordinates"": [2.338994685263213, 48.889390456994]}";48.889390457,2.33899468526
1443;2016-2591;rue  sainte cecile;75009;2.346404;48.873135;"{""type"": ""Point"", ""coordinates"": [2.346404000564895, 48.873133000062595]}";48.8731330001,2.34640400056
1444;2019-471;51 rue piat, 75020 paris;75020;2.3837156;48.87292;"{""type"": ""Point"", ""coordinates"": [2.383715655256292, 48.87292172642549]}";48.8729217264,2.38371565526
1445;2020-725;place de la bastille, 75011 paris;75011;2.3693476;48.853474;"{""type"": ""Point"", ""coordinates"": [2.369347465296149, 48.85347280132524]}";48.8534728013,2.3693474653
1446;2016-2599;6  rue  pierre fontaine;75009;2.334921;48.880775;"{""type"": ""Point"", ""coordinates"": [2.334921000072045, 48.880776000311805]}";48.8807760003,2.33492100007
1447;2019-473;23 avenue george v, 75008 paris;75008;2.3009393;48.867508;"{""type"": ""Point"", ""coordinates"": [2.300939344910165, 48.86750760428465]}";48.8675076043,2.30093934491
1448;2020-733;rue de harlay, 75001 paris;75001;2.3431814;48.85658;"{""type"": ""Point"", ""coordinates"": [2.34318145906394, 48.85657817302001]}";48.856578173,2.34318145906
1449;2016-2626;boulevard  des capucines/olympia;75009;2.329842;48.87028;"{""type"": ""Point"", ""coordinates"": [2.329841999854956, 48.87028300006656]}";48.8702830001,2.32984199985
1450;2019-488;avenue de saint-cloud, 75016 paris;75016;2.2550583;48.85791;"{""type"": ""Point"", ""coordinates"": [2.255058358905374, 48.85790831317155]}";48.8579083132,2.25505835891
1451;2019-720;18 avenue montaigne, 75008 paris;75008;2.3048463;48.86602;"{""type"": ""Point"", ""coordinates"": [2.30484626983663, 48.86601868248958]}";48.8660186825,2.30484626984
1452;2016-2634;87  rue  de la roquette;75011;2.378662;48.857162;"{""type"": ""Point"", ""coordinates"": [2.378662000226162, 48.857163000162345]}";48.8571630002,2.37866200023
1453;2019-494;rue forceval, 75019 paris;75019;2.3908777;48.900246;"{""type"": ""Point"", ""coordinates"": [2.390877719088535, 48.90024454527284]}";48.9002445453,2.39087771909
